Id,Target
v_eilhfkjezh_0037,1 14.96 421.285 29.92 32.71 0;1 79.5 513.8 84.4 32.72 0;1 123.89 416.79 83.6 33.42 0;1 177.495 522.635 91.63 34.15 0;1 222.91 416.485 89.46 34.35 0;1 303.62 518.895 89.78 32.07 0;1 345.465 423.28 79.47 32.78 0;1 376.875 471.48 79.43 30.1 0;1 462.78 417.58 87.3 32.7 0;1 499.64 468.83 78.7 33.56 0;1 536.64 296 26.26 59.02 272;1 578.105 416.395 81.99 31.79 0;1 607.81 466.315 81.98 34.59 0;1 616.055 517.24 82.43 33.16 0;1 708.76 422.33 79.16 32.68 0;1 731.31 478.24 87.8 33.82 0.5;1 828.895 518.825 79.95 32.93 8.1;1 837.79 815.1 71.88 29.36 161.2;1 1014.525 1055.625 31.45 47.85 0;1 1016.9 912.515 26.8 75.87 0;1 1063.705 934.73 29.85 87.18 0;1 1270.26 300.6 72.3 34.3 0;1 1291.185 249.71 79.31 35.34 359.3;1 1383.75 342.15 103.04 37.32 0;1 1396.305 248.615 84.81 34.35 0;1 1575.35 342.665 99.74 38.17 0;1 1610.685 293.205 87.03 35.59 0;1 1681.735 245.035 87.55 35.43 0;1 1711.92 298.51 91.76 36.9 0;1 1718.19 346.875 102.26 38.61 0;2 1133.975 300.675 83.55 38.71 0;2 1546.825 248.385 105.13 36.11 0;4 219.115 469.81 82.79 30.2 0;4 1219.085 164.865 88.05 39.07 0;4 1464.42 297.075 100.7 39.29 0;7 73.9 468.845 126.3 34.35 0;7 441.84 521.805 136 41.25 0;7 1153.95 348.9 111.28 34.98 0;7 1831.625 294.57 123.19 39.52 0;9 967.905 463.84 41.91 11.58 1;9 1065.045 234.5 38.91 18.04 0;9 1104.56 453.13 44.12 15.9 359.6
v_eilhfkjezh_0038,1 14.965 421.3 29.93 32.7 0;1 79.52 513.8 84.4 32.72 0;1 123.86 416.8 83.6 33.42 0;1 177.5 522.655 91.62 34.15 0;1 223.31 416.535 89.46 34.35 0;1 303.615 518.905 89.79 32.07 0;1 345.525 423.3 79.47 32.78 0;1 377.325 471.48 79.43 30.1 0;1 462.78 417.585 87.3 32.71 0;1 499.79 468.835 78.7 33.57 0;1 523.595 296.335 26.27 59.03 272;1 578.105 416.4 81.99 31.8 0;1 611.65 466.395 81.98 34.59 0;1 621.075 517.13 82.43 33.16 0;1 710.35 422.37 79.16 32.68 0;1 735.15 478.415 87.8 33.83 0.5;1 834.845 520.535 79.95 32.93 10.2;1 837.79 815.1 71.88 29.36 161.2;1 1014.525 1053.475 31.45 52.15 0;1 1016.9 912.515 26.8 75.87 0;1 1063.615 932.74 29.85 87.18 0;1 1263.8 300.52 72.3 34.3 0;1 1287.81 249.92 79.3 35.34 359.3;1 1376.31 342.03 103.04 37.32 0;1 1393.625 248.775 84.81 34.35 0;1 1575.01 342.715 99.74 38.17 0;1 1610.43 293.3 87.02 35.6 0;1 1681.665 245.055 87.55 35.43 0;1 1711.85 298.52 91.76 36.9 0;1 1717.73 346.875 102.26 38.61 0;2 1127.295 300.755 83.55 38.71 0;2 1546.765 248.485 105.13 36.11 0;4 219.235 469.845 82.79 30.19 0;4 1218.945 164.87 88.05 39.06 0;4 1461.83 297.255 100.7 39.29 0;7 73.95 468.855 126.3 34.35 0;7 441.88 521.84 136 41.26 0;7 1148.18 348.855 110.72 34.97 0;7 1831.615 294.58 123.19 39.52 0;9 979.94 464.37 41.92 11.58 1;9 1060.08 233.93 38.92 18.04 0;9 1116.82 453.51 44.12 15.9 359.6
v_eilhfkjezh_0039,1 14.97 421.31 29.94 32.7 0;1 79.54 513.81 84.4 32.72 0;1 123.83 416.82 83.6 33.42 0;1 177.5 522.675 91.62 34.15 0;1 223.71 416.585 89.46 34.35 0;1 303.615 518.915 89.79 32.07 0;1 345.585 423.31 79.47 32.78 0;1 377.765 471.48 79.43 30.1 0;1 462.78 417.59 87.3 32.7 0;1 499.93 468.84 78.7 33.56 0;1 510.55 296.67 26.26 59.02 272;1 578.105 416.405 81.99 31.79 0;1 615.49 466.475 81.98 34.59 0;1 626.095 517.03 82.43 33.16 0;1 711.93 422.405 79.16 32.69 0;1 738.98 478.595 87.8 33.83 0.5;1 840.785 522.245 79.95 32.93 12.3;1 837.79 815.11 71.88 29.36 161.2;1 1014.525 1051.075 31.45 56.95 0;1 1016.9 912.515 26.8 75.87 0;1 1063.53 930.745 29.86 87.17 0;1 1257.34 300.445 72.3 34.29 0;1 1284.44 250.135 79.3 35.33 359.3;1 1368.87 341.905 103.04 37.33 0;1 1390.945 248.935 84.81 34.35 0;1 1574.67 342.755 99.74 38.17 0;1 1610.17 293.395 87.02 35.59 0;1 1681.595 245.075 87.55 35.43 0;1 1711.77 298.53 91.76 36.9 0;1 1717.27 346.875 102.26 38.61 0;2 1120.625 300.835 83.55 38.71 0;2 1546.705 248.595 105.13 36.11 0;4 219.355 469.885 82.79 30.19 0;4 1218.795 164.88 88.05 39.06 0;4 1459.25 297.445 100.7 39.29 0;7 74 468.87 126.3 34.36 0;7 441.92 521.88 136 41.26 0;7 1142.405 348.815 110.17 34.97 0;7 1831.6 294.58 123.2 39.52 0;9 991.975 464.895 41.91 11.59 1;9 1055.115 233.36 38.91 18.04 0;9 1129.08 453.895 44.12 15.89 359.6
v_eilhfkjezh_0040,1 14.975 421.32 29.95 32.7 0;1 79.55 513.815 84.4 32.71 0;1 123.8 416.83 83.6 33.42 0;1 177.5 522.695 91.62 34.15 0;1 224.11 416.635 89.46 34.35 0;1 303.61 518.92 89.78 32.06 0;1 345.645 423.33 79.47 32.78 0;1 378.205 471.48 79.43 30.1 0;1 462.79 417.595 87.3 32.71 0;1 500.08 468.85 78.7 33.56 0;1 497.505 297 26.27 59.02 272;1 578.11 416.41 81.98 31.8 0;1 619.32 466.555 81.98 34.59 0;1 631.105 516.92 82.43 33.16 0;1 713.51 422.44 79.16 32.68 0;1 742.82 478.765 87.8 33.83 0.5;1 837.785 815.11 71.89 29.36 161.2;1 846.725 523.955 79.95 32.93 14.4;1 1014.525 1049.525 31.45 60.05 0;1 1016.9 912.515 26.8 75.87 0;1 1063.445 928.755 29.85 87.17 0;1 1250.87 300.365 72.3 34.29 0;1 1281.07 250.35 79.3 35.34 359.3;1 1361.43 341.785 103.04 37.33 0;1 1388.265 249.095 84.81 34.35 0;1 1574.33 342.795 99.74 38.17 0;1 1609.91 293.49 87.02 35.6 0;1 1681.52 245.085 87.54 35.43 0;1 1716.805 346.875 102.25 38.61 0;1 1711.7 298.54 91.76 36.9 0;2 1113.945 300.92 83.55 38.7 0;2 1546.645 248.695 105.13 36.11 0;4 219.47 469.925 82.78 30.19 0;4 1218.645 164.89 88.05 39.06 0;4 1456.66 297.625 100.7 39.29 0;7 74.04 468.88 126.3 34.36 0;7 441.96 521.92 136 41.26 0;7 1136.64 348.775 109.62 34.97 0;7 1831.59 294.585 123.2 39.53 0;9 1004.015 465.42 41.91 11.58 1;9 1050.15 232.79 38.92 18.04 0;9 1141.34 454.28 44.12 15.9 359.6
v_eilhfkjezh_0041,1 14.98 421.335 29.96 32.71 0;1 79.57 513.82 84.4 32.72 0;1 123.77 416.85 83.6 33.42 0;1 177.505 522.715 91.63 34.15 0;1 224.51 416.685 89.46 34.35 0;1 303.605 518.93 89.79 32.06 0;1 345.705 423.35 79.47 32.78 0;1 378.655 471.48 79.43 30.1 0;1 462.79 417.6 87.3 32.7 0;1 500.23 468.855 78.7 33.57 0;1 484 297.07 26.26 59.02 272;1 578.11 416.41 81.98 31.8 0;1 623.16 466.635 81.98 34.59 0;1 636.125 516.82 82.43 33.16 0;1 715.1 422.475 79.16 32.69 0;1 746.65 478.945 87.8 33.83 0.5;1 837.785 815.11 71.89 29.36 161.2;1 852.665 525.665 79.95 32.93 16.5;1 1014.525 1048.575 31.45 61.95 0;1 1016.9 912.515 26.8 75.87 0;1 1063.36 926.765 29.86 87.17 0;1 1244.41 300.285 72.3 34.29 0;1 1277.7 250.56 79.3 35.34 359.3;1 1353.995 341.66 103.03 37.32 0;1 1385.585 249.255 84.81 34.35 0;1 1573.99 342.835 99.74 38.17 0;1 1609.65 293.585 87.02 35.59 0;1 1681.45 245.105 87.54 35.43 0;1 1716.34 346.875 102.26 38.61 0;1 1711.63 298.545 91.76 36.91 0;2 1107.275 301.005 83.55 38.71 0;2 1546.585 248.805 105.13 36.11 0;4 219.59 469.96 82.78 30.2 0;4 1218.495 164.9 88.05 39.06 0;4 1454.08 297.805 100.7 39.29 0;7 74.09 468.89 126.3 34.36 0;7 442 521.955 136 41.25 0;7 1130.865 348.735 109.07 34.97 0;7 1831.575 294.59 123.19 39.52 0;9 1016.05 465.95 41.92 11.58 1;9 1045.185 232.22 38.91 18.04 0;9 1153.605 454.66 44.11 15.9 359.6
v_eilhfkjezh_0042,1 14.98 421.35 29.96 32.7 0;1 79.58 513.825 84.4 32.71 0;1 123.73 416.87 83.6 33.42 0;1 177.505 522.735 91.63 34.15 0;1 224.91 416.735 89.46 34.35 0;1 303.6 518.94 89.78 32.06 0;1 345.765 423.37 79.47 32.78 0;1 379.095 471.48 79.43 30.1 0;1 462.79 417.605 87.3 32.71 0;1 470.5 297.14 26.26 59.02 272;1 500.375 468.86 78.69 33.56 0;1 578.11 416.42 81.98 31.8 0;1 626.995 466.71 81.97 34.58 0;1 641.145 516.71 82.43 33.16 0;1 716.68 422.51 79.16 32.68 0;1 750.48 479.115 87.8 33.83 0.5;1 837.785 815.11 71.89 29.36 161.2;1 858.615 527.375 79.95 32.93 18.6;1 1014.525 1046.625 31.45 65.85 0;1 1016.9 912.515 26.8 75.87 0;1 1063.275 924.77 29.85 87.18 0;1 1236.98 300.53 72.3 34.3 0;1 1272.105 250.6 79.31 35.34 359.3;1 1346.255 341.98 103.03 37.32 0;1 1381.645 249.425 84.81 34.35 0;1 1569.56 342.935 99.74 38.17 0;1 1609.39 293.68 87.02 35.6 0;1 1681.38 245.125 87.54 35.43 0;1 1715.88 346.875 102.26 38.61 0;1 1711.56 298.55 91.76 36.9 0;2 1098.06 300.85 83.56 38.7 0;2 1546.525 248.905 105.13 36.11 0;4 219.71 470 82.78 30.2 0;4 1218.345 164.91 88.05 39.06 0;4 1448.63 297.915 100.7 39.29 0;7 74.14 468.9 126.3 34.36 0;7 442.04 521.99 136 41.26 0;7 1123.57 348.735 109.06 34.97 0;7 1831.565 294.59 123.19 39.52 0;9 1028.085 466.475 41.91 11.59 1;9 1039.64 231.485 38.92 18.03 0.82;9 1165.865 455.04 44.11 15.9 359.6
v_eilhfkjezh_0043,1 14.985 421.36 29.97 32.7 0;1 79.6 513.83 84.4 32.72 0;1 123.7 416.88 83.6 33.42 0;1 177.51 522.76 91.62 34.16 0;1 225.31 416.785 89.46 34.35 0;1 303.595 518.95 89.79 32.06 0;1 345.825 423.38 79.47 32.78 0;1 379.535 471.48 79.43 30.1 0;1 462.79 417.61 87.3 32.7 0;1 456.995 297.21 26.27 59.02 272;1 500.52 468.865 78.7 33.57 0;1 578.115 416.42 81.99 31.8 0;1 630.83 466.785 81.98 34.59 0;1 646.165 516.61 82.43 33.16 0;1 718.26 422.545 79.16 32.69 0;1 754.32 479.295 87.8 33.83 0.5;1 837.78 815.12 71.88 29.36 161.2;1 864.555 529.085 79.95 32.93 20.7;1 1014.525 1045.225 31.45 68.65 0;1 1016.9 912.515 26.8 75.87 0;1 1063.19 922.78 29.86 87.18 0;1 1229.56 300.775 72.3 34.29 0;1 1266.515 250.63 79.31 35.34 359.3;1 1338.515 342.295 103.03 37.33 0;1 1377.705 249.605 84.81 34.35 0;1 1565.13 343.025 99.74 38.17 0;1 1609.13 293.77 87.02 35.6 0;1 1681.305 245.135 87.55 35.43 0;1 1715.42 346.875 102.26 38.61 0;1 1711.485 298.56 91.75 36.9 0;2 1088.845 300.695 83.55 38.71 0;2 1546.465 249.015 105.13 36.11 0;4 219.83 470.04 82.78 30.2 0;4 1218.195 164.92 88.05 39.06 0;4 1443.17 298.015 100.7 39.29 0;7 74.18 468.91 126.3 34.36 0;7 442.08 522.03 136 41.26 0;7 1116.275 348.735 109.07 34.97 0;7 1831.55 294.6 123.2 39.52 0;9 1034.095 230.75 38.91 18.04 1.64;9 1040.125 467 41.91 11.58 1;9 1178.125 455.42 44.11 15.9 359.6
v_eilhfkjezh_0044,1 14.99 421.37 29.98 32.7 0;1 79.62 513.835 84.4 32.71 0;1 123.67 416.9 83.6 33.42 0;1 177.51 522.78 91.62 34.16 0;1 225.71 416.835 89.46 34.35 0;1 303.59 518.955 89.78 32.07 0;1 345.88 423.4 79.46 32.78 0;1 379.975 471.48 79.43 30.1 0;1 462.79 417.615 87.3 32.71 0;1 443.49 297.275 26.26 59.03 272;1 500.67 468.875 78.7 33.57 0;1 578.115 416.425 81.99 31.79 0;1 634.67 466.865 81.98 34.59 0;1 651.185 516.5 82.43 33.16 0;1 719.845 422.58 79.15 32.68 0;1 758.15 479.475 87.8 33.83 0.5;1 837.78 815.12 71.88 29.36 161.2;1 870.495 530.795 79.95 32.93 22.8;1 1014.525 1043.94 31.45 71.22 0;1 1016.9 912.515 26.8 75.87 0;1 1063.105 920.79 29.85 87.18 0;1 1222.14 301.025 72.3 34.29 0;1 1260.92 250.67 79.3 35.34 359.3;1 1330.775 342.61 103.03 37.32 0;1 1373.765 249.775 84.81 34.35 0;1 1560.71 343.125 99.74 38.17 0;1 1608.87 293.865 87.02 35.59 0;1 1681.235 245.155 87.55 35.43 0;1 1714.96 346.875 102.26 38.61 0;1 1711.41 298.57 91.76 36.9 0;2 1079.635 300.545 83.55 38.71 0;2 1546.405 249.115 105.13 36.11 0;4 219.945 470.08 82.79 30.2 0;4 1218.045 164.93 88.05 39.06 0;4 1437.72 298.125 100.7 39.29 0;7 74.23 468.925 126.3 34.35 0;7 442.12 522.07 136 41.26 0;7 1108.975 348.735 109.07 34.97 0;7 1831.54 294.6 123.2 39.52 0;9 1028.55 230.015 38.92 18.03 2.46;9 1052.16 467.53 41.92 11.58 1;9 1190.385 455.8 44.11 15.9 359.6
v_eilhfkjezh_0045,1 14.995 421.385 29.99 32.71 0;1 79.63 513.84 84.4 32.72 0;1 124.14 416.95 83.6 33.42 0;1 177.51 522.8 91.62 34.16 0;1 225.97 416.885 89.46 34.35 0;1 303.585 518.965 89.79 32.07 0;1 345.94 423.42 79.46 32.78 0;1 380.425 471.48 79.43 30.1 0;1 429.985 297.345 26.27 59.03 272;1 462.79 417.62 87.3 32.7 0;1 500.82 468.88 78.7 33.56 0;1 578.115 416.43 81.99 31.8 0;1 640.58 466.865 81.98 34.59 0;1 657.905 516.61 82.43 33.16 0;1 723.57 422.615 79.16 32.69 0;1 764.71 479.815 87.8 33.83 0.66;1 837.78 815.12 71.88 29.36 161.2;1 874.07 534.365 79.94 32.93 24.89;1 1014.525 1042.66 31.45 73.78 0;1 1016.9 912.515 26.8 75.87 0;1 1063.015 918.8 29.85 87.18 0;1 1214.72 301.27 72.3 34.3 0;1 1255.325 250.7 79.31 35.34 359.3;1 1323.035 342.93 103.03 37.32 0;1 1369.825 249.955 84.81 34.35 0;1 1556.28 343.215 99.74 38.17 0;1 1608.61 293.96 87.02 35.6 0;1 1681.165 245.175 87.55 35.43 0;1 1714.5 346.875 102.26 38.61 0;1 1711.34 298.575 91.76 36.91 0;2 1070.425 300.395 83.55 38.71 0;2 1546.415 249.155 105.13 36.11 0;4 221.205 470.03 82.79 30.2 0;4 1212.025 165.095 88.05 39.07 0;4 1432.27 298.225 100.7 39.29 0;7 74.28 468.935 126.3 34.35 0;7 442.16 522.105 136 41.25 0;7 1101.675 348.735 109.07 34.97 0;7 1831.525 294.61 123.19 39.52 0;9 1023.005 229.28 38.91 18.04 3.28;9 1067.565 468.2 41.91 11.58 1;9 1204.28 455.59 44.12 15.9 359.6
v_eilhfkjezh_0046,1 15 421.4 30 32.7 0;1 79.65 513.845 84.4 32.71 0;1 124.6 417 83.6 33.42 0;1 177.515 522.82 91.63 34.16 0;1 226.235 416.935 89.47 34.35 0;1 303.585 518.975 89.79 32.07 0;1 346 423.44 79.46 32.78 0;1 380.865 471.48 79.43 30.1 0;1 416.48 297.415 26.26 59.03 272;1 462.8 417.625 87.3 32.71 0;1 500.96 468.885 78.7 33.57 0;1 578.12 416.435 81.98 31.79 0;1 646.49 466.865 81.98 34.59 0;1 664.625 516.71 82.43 33.16 0;1 727.3 422.65 79.16 32.68 0;1 771.27 480.155 87.8 33.83 0.82;1 837.78 815.12 71.88 29.36 161.2;1 877.645 537.935 79.95 32.93 26.98;1 1014.525 1041.375 31.45 76.35 0;1 1016.9 912.515 26.8 75.87 0;1 1062.935 916.805 29.85 87.17 0;1 1207.29 301.515 72.3 34.29 0;1 1249.735 250.74 79.31 35.34 359.3;1 1315.295 343.245 103.03 37.33 0;1 1365.885 250.135 84.81 34.35 0;1 1551.85 343.31 99.74 38.18 0;1 1608.355 294.055 87.03 35.59 0;1 1681.095 245.185 87.55 35.43 0;1 1714.04 346.875 102.26 38.61 0;1 1711.27 298.58 91.76 36.9 0;2 1061.215 300.245 83.55 38.71 0;2 1546.425 249.185 105.13 36.11 0;4 222.465 469.98 82.79 30.2 0;4 1205.995 165.26 88.05 39.06 0;4 1426.82 298.335 100.7 39.29 0;7 74.32 468.945 126.3 34.35 0;7 442.2 522.14 136 41.26 0;7 1094.385 348.735 109.07 34.97 0;7 1831.515 294.61 123.19 39.52 0;9 1017.46 228.545 38.92 18.03 4.1;9 1082.975 468.87 41.91 11.58 1;9 1218.18 455.38 44.12 15.9 359.6
v_eilhfkjezh_0047,1 15.005 421.41 30.01 32.7 0;1 79.66 513.85 84.4 32.72 0;1 125.06 417.05 83.6 33.42 0;1 177.52 522.845 91.62 34.15 0;1 226.495 416.985 89.47 34.35 0;1 303.58 518.98 89.78 32.06 0;1 346.06 423.455 79.46 32.79 0;1 381.305 471.48 79.43 30.1 0;1 402.975 297.48 26.27 59.02 272;1 462.8 417.63 87.3 32.7 0;1 501.11 468.89 78.7 33.56 0;1 578.12 416.44 81.98 31.8 0;1 652.4 466.865 81.98 34.59 0;1 671.345 516.82 82.43 33.16 0;1 731.03 422.685 79.16 32.69 0;1 777.82 480.49 87.8 33.82 0.98;1 837.775 815.13 71.89 29.36 161.2;1 881.215 541.515 79.95 32.93 29.07;1 1014.805 1039.925 31.45 78.33 0;1 1016.9 912.515 26.8 75.87 0;1 1062.845 914.815 29.85 87.17 0;1 1199.87 301.76 72.3 34.3 0;1 1244.14 250.775 79.3 35.33 359.3;1 1307.56 343.56 103.04 37.32 0;1 1361.945 250.305 84.81 34.35 0;1 1547.43 343.405 99.74 38.17 0;1 1608.095 294.15 87.03 35.6 0;1 1681.02 245.205 87.54 35.43 0;1 1713.575 346.875 102.25 38.61 0;1 1711.2 298.59 91.76 36.9 0;2 1051.995 300.09 83.55 38.7 0;2 1546.435 249.225 105.13 36.11 0;4 223.725 469.925 82.79 30.19 0;4 1199.975 165.42 88.05 39.06 0;4 1421.36 298.435 100.7 39.29 0;7 74.37 468.96 126.3 34.36 0;7 442.24 522.18 136 41.26 0;7 1087.085 348.735 109.07 34.97 0;7 1831.5 294.615 123.2 39.53 0;9 1011.915 227.805 38.91 18.03 4.92;9 1098.385 469.535 41.91 11.59 1;9 1232.07 455.17 44.12 15.9 359.6
v_eilhfkjezh_0048,1 15.01 421.42 30.02 32.7 0;1 79.68 513.855 84.4 32.71 0;1 125.52 417.095 83.6 33.43 0;1 177.52 522.865 91.62 34.15 0;1 226.76 417.035 89.46 34.35 0;1 303.575 518.99 89.79 32.06 0;1 346.12 423.47 79.46 32.78 0;1 381.755 471.48 79.43 30.1 0;1 388.215 297.625 26.27 59.03 272;1 462.8 417.635 87.3 32.71 0;1 501.26 468.9 78.7 33.56 0;1 578.12 416.445 81.98 31.79 0;1 658.31 466.865 81.98 34.59 0;1 678.065 516.92 82.43 33.16 0;1 734.76 422.72 79.16 32.68 0;1 784.38 480.83 87.8 33.82 1.14;1 837.775 815.13 71.89 29.36 161.2;1 884.795 545.085 79.95 32.93 31.16;1 1015.08 1038.465 31.44 80.31 0;1 1016.9 912.515 26.8 75.87 0;1 1062.76 912.825 29.86 87.17 0;1 1192.45 302.005 72.3 34.29 0;1 1238.545 250.81 79.31 35.34 359.3;1 1299.82 343.88 103.04 37.32 0;1 1358.005 250.485 84.81 34.35 0;1 1543 343.495 99.74 38.17 0;1 1607.835 294.24 87.03 35.6 0;1 1680.95 245.225 87.54 35.43 0;1 1713.115 346.875 102.25 38.61 0;1 1711.12 298.6 91.76 36.9 0;2 1042.785 299.935 83.55 38.71 0;2 1546.445 249.265 105.13 36.11 0;4 224.985 469.87 82.79 30.2 0;4 1193.955 165.58 88.05 39.06 0;4 1415.91 298.545 100.7 39.29 0;7 74.42 468.97 126.3 34.36 0;7 442.29 522.22 136 41.26 0;7 1079.785 348.735 109.07 34.97 0;7 1831.49 294.62 123.2 39.52 0;9 1006.37 227.07 38.92 18.04 5.74;9 1113.79 470.2 41.92 11.58 1;9 1245.97 454.96 44.12 15.9 359.6
v_eilhfkjezh_0049,1 15.015 421.435 30.03 32.71 0;1 79.7 513.86 84.4 32.72 0;1 125.99 417.14 83.6 33.42 0;1 177.52 522.885 91.62 34.15 0;1 227.02 417.085 89.46 34.35 0;1 303.57 519 89.78 32.06 0;1 346.175 423.49 79.47 32.78 0;1 382.195 471.48 79.43 30.1 0;1 373.45 297.77 26.26 59.02 272;1 462.8 417.64 87.3 32.7 0;1 501.405 468.905 78.69 33.57 0;1 578.125 416.45 81.99 31.8 0;1 664.22 466.865 81.98 34.59 0;1 684.78 517.03 82.44 33.16 0;1 738.49 422.755 79.16 32.69 0;1 790.94 481.165 87.8 33.83 1.3;1 837.775 815.13 71.89 29.36 161.2;1 888.365 548.66 79.95 32.94 33.25;1 1015.36 1037.015 31.44 82.29 0;1 1016.9 912.515 26.8 75.87 0;1 1062.675 910.83 29.85 87.18 0;1 1185.03 302.255 72.3 34.29 0;1 1232.955 250.845 79.31 35.33 359.3;1 1292.08 344.195 103.04 37.33 0;1 1354.065 250.655 84.81 34.35 0;1 1538.57 343.595 99.74 38.17 0;1 1607.58 294.335 87.02 35.59 0;1 1680.88 245.24 87.54 35.42 0;1 1712.65 346.875 102.26 38.61 0;1 1711.05 298.605 91.76 36.91 0;2 1033.575 299.785 83.55 38.71 0;2 1546.455 249.295 105.13 36.11 0;4 226.245 469.82 82.79 30.2 0;4 1187.925 165.745 88.05 39.07 0;4 1410.46 298.65 100.7 39.3 0;7 74.46 468.98 126.3 34.36 0;7 442.33 522.255 136 41.25 0;7 1072.49 348.735 109.06 34.97 0;7 1831.475 294.62 123.19 39.52 0;9 1000.825 226.335 38.91 18.03 6.56;9 1129.2 470.87 41.92 11.58 1;9 1259.86 454.75 44.12 15.9 359.6
v_ejaqunqygk_0000,1 364.73 521.795 93.86 40.45 357.7;1 659.825 535.025 89.57 38.87 0.2
v_ejaqunqygk_0001,1 350.99 522.375 93.86 40.45 357.7;1 645.085 534.775 89.57 38.87 0.2
v_ejaqunqygk_0002,1 339.25 522.635 93.86 40.45 357.7;1 632.845 534.385 89.57 38.87 0.2
v_ejaqunqygk_0003,1 327.51 522.895 93.86 40.45 357.7;1 620.605 534.005 89.57 38.87 0.2
v_ejaqunqygk_0004,1 315.77 523.155 93.86 40.45 357.7;1 608.365 533.615 89.57 38.87 0.2
v_ejaqunqygk_0005,1 303.265 523.745 94.15 40.45 357.7;1 595.425 533.425 89.77 38.87 0.2
v_ejaqunqygk_0006,1 290.38 524.505 94.58 40.45 357.7;1 582.13 533.325 90.06 38.87 0.2
v_ejaqunqygk_0007,1 277.49 525.275 95.02 40.45 357.7;1 568.83 533.235 90.34 38.87 0.2
v_ejaqunqygk_0008,1 264.605 526.035 95.45 40.45 357.7;1 555.535 533.135 90.63 38.87 0.2
v_ejaqunqygk_0009,1 251.715 526.795 95.89 40.45 357.7;1 542.24 533.04 90.92 38.88 0.2
v_ejaqunqygk_0010,1 238.83 527.555 96.32 40.45 357.7;1 528.945 532.945 91.21 38.87 0.2
v_ejaqunqygk_0011,1 225.94 528.315 96.76 40.45 357.7;1 515.645 532.845 91.51 38.87 0.2;1 1910.75 496.63 18.5 36.7 0
v_ejaqunqygk_0012,1 212.13 528.645 96.76 40.45 357.7;1 503.445 532.205 91.51 38.87 0.2;1 1906.63 499.92 26.74 40.66 331.5
v_ejaqunqygk_0013,1 199.955 529.095 97.49 40.45 357.7;1 490.715 531.845 91.51 38.87 0.2;1 1899.94 502.22 40.12 40.66 331.5
v_ejaqunqygk_0014,1 187.475 529.095 97.49 40.45 357.7;1 478.015 532.005 91.51 38.87 0.2;1 1894.105 505.08 51.79 40.66 335.3
v_ejaqunqygk_0015,1 174.285 529.575 97.49 40.45 357.7;1 466.74 531.765 91.5 38.87 0.2;1 1886.615 506.035 66.77 40.67 335.3
v_ejaqunqygk_0016,1 164.47 529.705 97.5 40.45 357.7;1 458.005 531.565 91.51 38.87 0.2;1 1882.66 507.335 74.68 40.67 338.9
v_ejaqunqygk_0017,1 148.485 528.555 97.49 40.45 357.7;1 441.705 532.035 91.51 38.87 0.2;1 1875.4 510.35 89.2 40.66 340.1
v_ejaqunqygk_0018,1 136.115 529.035 97.49 40.45 357.7;1 430.305 531.87 91.51 38.88 0.2;1 1866.75 514.36 100.56 40.66 340.1
v_ejaqunqygk_0019,1 123.75 529.515 97.5 40.45 357.7;1 418.905 531.705 91.51 38.87 0.2;1 1853.66 516.69 100.56 40.66 346
v_ejaqunqygk_0020,1 112.49 529.825 97.5 40.45 358.27;1 407.985 531.705 91.51 38.87 0.2;1 1840.8 519.14 100.56 40.66 347.83
v_ejaqunqygk_0021,1 101.23 530.135 97.5 40.45 358.84;1 397.065 531.705 91.51 38.87 0.2;1 1827.93 521.59 100.56 40.66 349.66
v_ejaqunqygk_0022,1 89.97 530.445 97.5 40.45 359.41;1 386.145 531.705 91.51 38.87 0.2;1 1815.07 524.04 100.56 40.66 351.49
v_ejaqunqygk_0023,1 78.875 530.455 97.49 40.45 359.6;1 375.405 531.745 91.51 38.87 0.2;1 1802.25 525.68 100.56 40.66 352.98
v_ejaqunqygk_0024,1 67.865 530.315 97.49 40.45 359.6;1 364.76 531.795 91.5 38.87 0.2;1 1789.45 526.915 100.56 40.67 354.3
v_ejaqunqygk_0025,1 56.855 530.165 97.49 40.45 359.6;1 354.115 531.855 91.51 38.87 0.2;1 1776.655 528.15 100.55 40.66 355.62
v_ejaqunqygk_0026,1 44.105 528.725 87.23 40.45 359.6;1 342.66 531.785 91.54 38.87 0.2;1 1762.3 528.855 100.56 40.67 356.7227
v_ejaqunqygk_0027,1 37.995 528.765 75.01 40.45 359.6;1 329.58 531.485 91.66 38.87 0.2;1 1744.83 528.495 100.56 40.67 357.3909
v_ejaqunqygk_0028,1 31.595 528.805 62.21 40.45 359.6;1 316.505 531.185 91.77 38.87 0.2;1 1727.36 528.135 100.56 40.67 358.0591
v_ejaqunqygk_0029,1 25.77 528.845 51.54 40.45 359.6;1 303.425 530.875 91.89 38.87 0.2;1 1709.89 527.775 100.56 40.67 358.7273
v_ejaqunqygk_0030,1 20.05 528.885 40.1 40.45 359.6;1 290.35 530.575 92.02 38.87 0.2;1 1692.42 527.415 100.56 40.67 359.3955
v_ejaqunqygk_0031,1 14.35 528.925 28.7 40.45 359.6;1 277.275 530.275 92.13 38.87 0.2;1 1674.95 527.055 100.56 40.67 0.0636
v_ejaqunqygk_0032,1 8.65 528.135 17.3 40.45 359.6;1 264.195 529.975 92.25 38.87 0.2;1 1657.48 526.695 100.56 40.67 0.7318
v_ejaqunqygk_0033,1 3.35 528.175 6.7 40.45 359.6;1 251.12 529.665 92.36 38.87 0.2;1 1640.01 526.335 100.56 40.67 1.4
